,equity
2022-07-13,692259.0481366704
2022-07-14,691476.9497535105
2022-07-15,686075.4117248676
2022-07-18,689778.100654454
2022-07-19,688091.7598557908
2022-07-20,690557.5690504023
2022-07-21,679664.7866487831
2022-07-22,683854.6407803026
2022-07-25,683242.6369576353
2022-07-26,690140.9511074363
2022-07-27,686077.2091062536
2022-07-28,683615.0981466462
2022-07-29,670786.0542600277
2022-08-01,681796.0613781711
2022-08-02,661939.3176692988
2022-08-03,648197.2613054652
2022-08-04,652959.3856542418
2022-08-05,659119.6500907541
2022-08-08,659012.1555116784
2022-08-09,665978.6810117905
2022-08-10,655908.1452091238
2022-08-11,668198.3713939197
2022-08-12,662413.7838384085
2022-08-15,675358.5310543522
2022-08-16,673804.6205481738
2022-08-17,681828.1685816688
2022-08-18,682334.9684915364
2022-08-19,668934.8385877688
2022-08-22,673932.4821281563
2022-08-23,674257.6731448937
2022-08-24,652548.4788025841
2022-08-25,648812.2555488519
2022-08-26,645994.3002115376
2022-08-29,643207.214906776
2022-08-30,638550.683290874
2022-08-31,625106.2988160313
2022-09-01,618340.9681169958
2022-09-02,619852.3654769335
2022-09-05,618469.6055308315
2022-09-06,630730.6367542504
2022-09-07,634467.6795616248
2022-09-08,631440.750412153
2022-09-09,637426.5922198761
2022-09-13,644099.3604386103
2022-09-14,636936.0223628564
2022-09-15,621612.4072564818
2022-09-16,610148.3388837571
2022-09-19,610638.888866039
2022-09-20,617863.2539528207
2022-09-21,611113.6010098817
2022-09-22,604574.0953749813
2022-09-23,600080.6644760837
2022-09-26,602753.5670868963
2022-09-27,611829.8697497665
2022-09-28,599534.6470230903
2022-09-29,600496.4163909816
2022-09-30,591342.5508289504
2022-10-10,587620.585082673
2022-10-11,589486.1160533075
2022-10-12,595791.683007817
2022-10-13,587467.1305934966
2022-10-14,595984.4793026753
2022-10-17,595367.8162892848
2022-10-18,594832.5732670906
2022-10-19,590232.5647955767
2022-10-20,584346.1851990501
2022-10-21,586144.7133414884
2022-10-24,571117.8688063578
2022-10-25,572455.6845805378
2022-10-26,569457.9303426448
2022-10-27,563826.1821786461
2022-10-28,558709.9070616954
2022-10-31,548901.9416811359
2022-11-01,552822.1990926113
2022-11-02,557686.5662968839
2022-11-03,553860.3365244649
2022-11-04,568335.4027861818
2022-11-07,569146.3033701822
2022-11-08,565916.4475780333
2022-11-09,564049.0211558233
2022-11-10,562456.9500206682
2022-11-11,573565.8077401718
2022-11-14,565632.0590422951
2022-11-15,568887.2489608467
2022-11-16,570750.0679611383
2022-11-17,563775.7389847523
2022-11-18,562374.5866217517
2022-11-21,561313.7444959799
2022-11-22,568967.6393634573
2022-11-23,572680.0982062399
2022-11-24,573347.7430474113
2022-11-25,584370.4425022103
2022-11-28,582115.3287087053
2022-11-29,586188.8452878952
2022-11-30,584465.9418445182
2022-12-01,588764.4893133469
2022-12-02,583691.0434214276
2022-12-05,590117.4028470543
2022-12-06,589898.3302649376
2022-12-07,587904.5197614748
2022-12-08,583539.5409259943
2022-12-09,582064.7144520009
2022-12-12,584548.8039880871
2022-12-13,580894.0441957794
2022-12-14,578706.8122445805
2022-12-15,575882.1879024684
2022-12-16,574981.4709326553
2022-12-19,565240.1334445045
2022-12-20,559099.4651054868
2022-12-21,558182.419590715
2022-12-22,556081.654347365
2022-12-23,558302.6179671015
2022-12-26,565819.3800898886
2022-12-27,567036.751220271
2022-12-28,567475.1503598996
2022-12-29,571447.5182483483
2022-12-30,573987.3922739441
2023-01-03,581348.0595295207
2023-01-04,583377.3175160157
2023-01-05,590346.0332307139
2023-01-06,590257.1707972597
2023-01-09,596342.9481975301
2023-01-10,595130.2538703342
2023-01-11,592071.3232463481
2023-01-12,595154.4882263654
2023-01-13,602018.0725152758
2023-01-16,609981.9288215877
2023-01-17,609571.303083998
2023-01-18,612218.6720952692
2023-01-19,620330.399189343
2023-01-20,626781.1522123097
2023-01-30,623219.8286865389
2023-01-31,614723.5588993161
2023-02-01,618673.6599191629
2023-02-02,616652.8272679574
2023-02-03,610745.2549177579
2023-02-06,599462.8292205232
2023-02-07,601741.1549710676
2023-02-08,597482.1142963483
2023-02-09,606333.0803625913
2023-02-10,605606.0503969395
2023-02-13,613053.0138714873
2023-02-14,612716.5252712895
2023-02-15,606638.4557562416
2023-02-16,607463.0707276876
2023-02-17,599362.7237695631
2023-02-20,620769.6131394312
2023-02-21,619190.9576589746
2023-02-22,612489.5262132243
2023-02-23,611289.4303715673
2023-02-24,602495.08779965
2023-02-27,601496.2619658771
2023-02-28,606363.3498551607
2023-03-01,617183.2876674681
2023-03-02,614955.1013079477
2023-03-03,614163.8100991228
2023-03-06,608084.6233288358
2023-03-07,597273.2240276722
2023-03-08,594430.6407217871
2023-03-09,590254.6994220114
2023-03-10,581941.3614582774
2023-03-13,589304.2831595653
2023-03-14,584444.0959321606
2023-03-15,580276.0319311044
2023-03-16,573346.5253579593
2023-03-17,575440.5869560293
2023-03-20,571651.5382190559
2023-03-21,586338.0224378472
2023-03-22,588049.7796531735
2023-03-23,593939.5406381064
2023-03-24,593824.6310497902
2023-03-27,592721.9280246837
2023-03-28,593931.3123520947
2023-03-29,592703.4475910432
2023-03-30,597987.0525513642
2023-03-31,597739.1662051623
2023-04-03,607533.2571239136
2023-04-04,613534.3922639169
2023-04-06,613507.9664126771
2023-04-07,612228.6513623879
2023-04-10,607177.125692991
2023-04-11,610469.4480559838
2023-04-12,618451.8836087543
2023-04-13,607444.9629869461
2023-04-14,611511.0904707488
2023-04-17,621752.2762842131
2023-04-18,625819.7557302987
2023-04-19,617322.5644726119
2023-04-20,622053.5242053501
2023-04-21,606791.2437230184
2023-04-24,602621.322562234
2023-04-25,600629.4276220102
2023-04-26,596070.9568198216
2023-04-27,597731.3509645252
2023-04-28,607002.3166066816
2023-05-04,597587.0245350462
2023-05-05,592590.7805580246
2023-05-08,602992.6838267053
2023-05-09,604561.497610793
2023-05-10,590065.749746218
2023-05-11,581019.204468616
2023-05-12,575791.5665946159
2023-05-15,579256.0468399038
2023-05-16,566933.7158567132
2023-05-17,572440.5017803396
2023-05-18,586677.2495958989
2023-05-19,584174.2196764855
2023-05-22,578643.969847593
2023-05-23,569222.2021080275
2023-05-24,563963.9816053984
2023-05-25,572093.31220982
2023-05-26,581160.8729192375
2023-05-29,581919.2662041758
2023-05-30,593902.8942513771
2023-05-31,590103.9830448207
2023-06-01,593981.4123705428
2023-06-02,594713.2344290158
2023-06-05,598281.2966322647
2023-06-06,587520.0796902266
2023-06-07,585560.8574407637
2023-06-08,584164.6566371175
2023-06-09,591751.0093001523
2023-06-12,588836.6936148192
2023-06-13,596229.1684026709
2023-06-14,598564.276973313
2023-06-15,594069.7863101438
2023-06-16,606547.5194343034
2023-06-19,604778.9369958196
2023-06-20,605537.3698152843
2023-06-21,588784.8476435903
2023-06-26,576534.5141509055
2023-06-27,584795.16668246
2023-06-28,581469.9759766397
2023-06-29,581254.954677805
2023-06-30,583444.389606421
2023-07-03,590905.0114301757
2023-07-04,591915.8356846975
2023-07-05,587628.2387611119
2023-07-06,586252.1564604224
2023-07-07,582911.9929426085
2023-07-10,580948.1993361209
2023-07-11,586912.4273418383
2023-07-12,576260.6264412148
2023-07-13,587058.8302665488
2023-07-14,591631.6732268116
2023-07-17,589937.0948396118
2023-07-18,585974.2758050098
2023-07-19,585055.8418390387
2023-07-20,577114.2214117652
2023-07-21,573655.5552994766
2023-07-24,575688.9964164522
2023-07-25,579995.2369876108
2023-07-26,575540.6468888716
2023-07-27,574028.6199035194
2023-07-28,581147.3595420279
2023-07-31,583731.5338041269
2023-08-01,585227.449530946
2023-08-02,582897.6540801493
2023-08-03,581130.2644888645
2023-08-04,587597.8646442358
2023-08-07,589547.5432768596
2023-08-08,581539.2017803007
2023-08-09,574463.1437258475
2023-08-10,572053.6783503394
2023-08-11,561429.8944581001
2023-08-14,560532.6681776288
2023-08-15,558376.2958976785
2023-08-16,548950.2691285225
2023-08-17,552638.7499681821
2023-08-18,541842.8882977825
2023-08-21,535912.5337823045
2023-08-22,548474.9883809956
2023-08-23,534321.2295086484
2023-08-24,541738.9420342025
2023-08-25,533523.6343978407
2023-08-28,538556.9006994613
2023-08-29,551411.0018691393
2023-08-30,556256.4063584043
2023-08-31,552140.1818555583
2023-09-01,556091.6559744823
2023-09-04,565151.5766989089
2023-09-05,558390.0955734027
2023-09-06,557813.6205083261
2023-09-07,548880.8444827884
2023-09-08,548141.977243415
2023-09-11,555988.40580734
2023-09-12,552693.2583749604
2023-09-13,546102.09435946
2023-09-14,543866.2490072777
2023-09-15,539073.7424807553
2023-09-18,543476.4700979319
2023-09-19,541567.8464789977
2023-09-20,538608.4742131401
2023-09-21,532938.6985929144
2023-09-22,545496.4805227224
2023-09-25,540191.5627251982
2023-09-26,538049.666597075
2023-09-27,540156.7475108665
2023-09-28,536866.8691114277
2023-10-09,536062.435480822
2023-10-10,534141.4217061511
2023-10-11,533000.7330599487
2023-10-12,536489.4296826465
2023-10-13,532160.0229060467
2023-10-16,529797.8147718214
2023-10-17,535052.7731347809
2023-10-18,534477.3590766041
2023-10-19,524821.6740484475
2023-10-20,522352.7137876422
2023-10-23,517186.3108396396
2023-10-24,523177.91937292524
2023-10-25,522241.3312623173
2023-10-26,522519.92691532907
2023-10-27,524286.71071435825
2023-10-30,522733.7353394804
2023-10-31,524489.8501179172
2023-11-01,524044.8051375176
2023-11-02,522898.47642390145
2023-11-03,523251.54677831515
2023-11-06,524313.8085335254
2023-11-07,524685.4892469149
2023-11-08,522721.0846736145
2023-11-09,524560.2359415916
2023-11-10,523136.4081334618
2023-11-13,520205.3434322065
2023-11-14,520428.14442066586
2023-11-15,525200.1554137085
2023-11-16,522400.84450883593
2023-11-17,521056.10505163856
2023-11-20,522464.40183090506
2023-11-21,523314.87835409504
2023-11-22,520528.44522127096
2023-11-23,521318.49496941664
2023-11-24,520107.2600247892
2023-11-27,518010.9000313913
2023-11-28,517848.8827173757
2023-11-29,518335.21672078944
2023-11-30,522553.3630725719
2023-12-01,520471.4984843496
2023-12-04,518057.7696524793
2023-12-05,509274.88153699104
2023-12-06,507440.4984396406
2023-12-07,506344.8683288365
2023-12-08,509718.44982745993
2023-12-11,513948.14457017934
2023-12-12,519575.75896134117
2023-12-13,517088.47088689415
2023-12-14,515556.100336525
2023-12-15,510580.5902153299
2023-12-18,511894.06439725123
2023-12-19,513594.41143490665
2023-12-20,510174.9631448214
2023-12-21,511581.1720099667
2023-12-22,511159.74623688107
2023-12-25,512602.5601350832
2023-12-26,507330.588959638
2023-12-27,510975.2432880495
2023-12-28,514344.70087705465
2023-12-29,516881.89471311163
2024-01-02,511383.11263733864
2024-01-03,509128.3295601593
2024-01-04,506352.7582535062
2024-01-05,500067.8636693859
2024-01-08,488852.103909334
2024-01-09,488895.94287655375
2024-01-10,483065.31211678573
2024-01-11,483246.8477511155
2024-01-12,477158.22078401403
2024-01-15,477504.86879706767
2024-01-16,478610.3101034349
2024-01-17,468234.3308097524
2024-01-18,473378.200093731
2024-01-19,472194.7093209262
2024-01-22,462934.70587329596
2024-01-23,466222.08850571234
2024-01-24,472916.5754757167
2024-01-25,481484.0088891711
2024-01-26,476841.2680096465
2024-01-29,470273.5596907398
2024-01-30,458955.067988398
2024-01-31,451733.51507992443
2024-02-01,451043.7367546829
2024-02-02,451676.57166544447
2024-02-05,458412.8612033983
2024-02-06,458955.5962093843
2024-02-07,458739.8602476608
2024-02-08,457661.86221613025
2024-02-19,469187.6634354805
2024-02-20,472364.96741288854
2024-02-21,470857.5326824604
2024-02-22,478305.3131336448
2024-02-23,475845.2329627914
2024-02-26,467140.41580478486
2024-02-27,470170.6656150999
2024-02-28,466931.14888322534
2024-02-29,472481.98802292615
2024-03-01,472843.1261393286
2024-03-04,477390.40069731814
2024-03-05,484091.84166008147
2024-03-06,482748.01940720924
2024-03-07,484789.10549170634
2024-03-08,489937.32145074697
2024-03-11,486115.56930175057
2024-03-12,475368.71840174403
2024-03-13,472930.79305942927
2024-03-14,476009.15400634595
2024-03-15,476168.6610915776
2024-03-18,478153.71548235905
2024-03-19,474838.40599262447
2024-03-20,476814.9428059047
2024-03-21,476912.2004762072
2024-03-22,476210.8910923631
2024-03-25,477619.55988981714
2024-03-26,479016.23296026554
2024-03-27,479281.67172049003
2024-03-28,478814.7888729926
2024-03-29,483662.35374629253
2024-04-01,489424.6278270614
2024-04-02,487998.4666847217
2024-04-03,485737.2568112013
2024-04-08,487780.5245893024
2024-04-09,484642.68111136527
2024-04-10,482029.4057448335
2024-04-11,483772.4481571541
2024-04-12,484359.8499338227
2024-04-15,494910.1799359107
2024-04-16,493598.5066311286
2024-04-17,501559.841516154
2024-04-18,500435.24045175465
2024-04-19,497453.9649434078
2024-04-22,487605.87336735363
2024-04-23,482481.58482484403
2024-04-24,485697.73436814995
2024-04-25,486298.30232575774
2024-04-26,491535.08901810367
2024-04-29,491816.60411776294
2024-04-30,491373.9064339646
2024-05-06,493067.4019657677
2024-05-07,492263.5207513662
2024-05-08,487709.04991767835
2024-05-09,491336.92444850894
2024-05-10,489909.6406798417
2024-05-13,488314.3326976694
2024-05-14,490676.9717059453
2024-05-15,487769.1459869969
2024-05-16,488912.1021963067
2024-05-17,491438.55350499577
2024-05-20,499388.341815596
2024-05-21,494372.61545451876
2024-05-22,491007.42142266064
2024-05-23,485585.505481393
2024-05-24,479868.547751572
2024-05-27,489095.3804845486
2024-05-28,482401.12397561263
2024-05-29,484828.4170940066
2024-05-30,479423.80941114575
2024-05-31,479240.8328232857
2024-06-03,484975.7377271353
2024-06-04,490803.5864252117
2024-06-05,485173.25850336335
2024-06-06,489984.9218148263
2024-06-07,484600.0888926727
2024-06-11,480140.94914163795
2024-06-12,481265.2351845331
2024-06-13,482820.3702526294
2024-06-14,487299.71727289987
2024-06-17,487265.56077433797
