,equity
2024-03-07,1786562.4265120532
2024-03-08,1771123.5246115031
2024-03-11,1766322.3772369851
2024-03-12,1755340.7358735893
2024-03-13,1741952.4555314337
2024-03-14,1730827.2123193068
2024-03-15,1742437.1307944818
2024-03-18,1739879.1054712974
2024-03-19,1748880.6783508058
2024-03-20,1731500.4158215441
2024-03-21,1726948.5015319171
2024-03-22,1727657.0016847583
2024-03-25,1722025.8932507387
2024-03-26,1728055.5996144444
2024-03-27,1733043.8993677925
2024-03-28,1727303.823779463
2024-03-29,1728403.8557015178
2024-04-01,1735167.3113582348
2024-04-02,1739879.118158331
2024-04-03,1740117.7863507185
2024-04-04,1744225.482035077
2024-04-05,1738650.28718843
2024-04-08,1743066.4642781925
2024-04-09,1743955.971372619
2024-04-10,1750688.4431312487
2024-04-11,1756762.5582242447
2024-04-12,1752967.5260092085
2024-04-15,1741130.9019036132
2024-04-16,1753414.9587353088
2024-04-17,1753575.246301231
2024-04-18,1751291.4184227455
2024-04-19,1755842.5188526362
2024-04-22,1756071.3014415987
2024-04-23,1744578.3600626062
2024-04-24,1746345.4563100624
2024-04-25,1739922.8893130578
2024-04-26,1737113.1110731633
2024-04-29,1731498.7454656535
2024-04-30,1728918.6226603328
2024-05-01,1740389.2910776061
2024-05-02,1744570.6218990362
2024-05-03,1746289.318223921
2024-05-06,1735778.8692579078
2024-05-07,1731567.323883714
2024-05-08,1730956.9419193156
2024-05-09,1742316.5981373517
2024-05-10,1743820.9453526149
2024-05-13,1741841.01657899
2024-05-14,1741191.3031701113
2024-05-15,1756343.7604736465
2024-05-16,1752850.910543419
2024-05-17,1757269.1116705833
2024-05-20,1761051.755280287
2024-05-21,1751447.300570926
2024-05-22,1746660.2470574256
2024-05-23,1746121.1124765482
2024-05-24,1736553.8550112075
2024-05-27,1738542.7115228577
2024-05-28,1742460.5046952777
2024-05-29,1748542.6121617074
